"ID_MESA","HAB","INHAB","VV","BL","NU","MAS","CC","Creemos","FPV","PAN_BOL"
"100320112830000102",220,"5",198,16,8,67,56,10,18,23
"100320309710104615",220,"4",198,10,6,58,76,12,15,21
"100320309342505021",220,"9",198,9,15,59,70,18,14,13
"100320309520903115",220,"7",198,17,9,56,63,14,17,22
"100320308210011611",190,"8",171,9,11,49,61,15,14,12
"100320825400002002",220,"0",198,12,9,80,62,14,13,8
"100320112980000102",220,"5",198,8,10,66,67,13,17,17
"100320309420902113",220,"4",198,14,6,75,55,14,13,21
"100320208200020316",220,"1",198,6,17,67,48,17,22,21
"100320421190000201",143,"2",129,11,6,47,36,16,6,7
"100320724422105201",77,"17",69,2,3,20,26,10,2,6
"110111036112516003",220,"21",198,16,7,87,65,8,6,9
"100320619160001309",220,"12",198,11,14,75,59,13,9,17
"100320208200120123",220,"5",198,9,11,70,71,8,18,11
"100320112880000102",122,"6",110,3,6,54,34,5,5,3
"100320825260001402",220,"4",198,8,5,72,65,17,15,16
"100320309342504601",220,"1",198,7,18,64,65,14,18,12
"100320201060240106",220,"4",198,13,7,63,70,12,15,18
"100320631620000306",220,"3",198,8,8,47,70,16,18,31
"100320825260003109",220,"0",198,10,13,68,67,17,12,11
"100320724433205714",63,"4",57,3,3,20,21,2,2,6
"100320308210010112",220,"9",198,10,9,65,66,21,9,18
"100320203142559301",220,"11",198,14,11,63,65,15,12,18
"100320208200080104",220,"3",198,10,7,65,76,15,14,11
"100320206132534603",135,"5",122,6,4,43,43,9,7,10
"100320825260001601",220,"10",198,4,11,61,73,12,23,14
"100320724391501001",220,"7",198,7,14,54,72,15,12,24
"100320208200200715",220,"0",198,12,2,60,73,15,17,19
"100320722342565721",220,"4",198,12,5,69,65,21,10,16
"100320428100000201",220,"8",198,7,15,74,63,10,20,9
"100320202840251107",66,"2",59,5,0,17,22,4,7,4
"110671536162507201",220,"43",198,18,10,60,63,11,20,16
"100320722340800810",220,"4",198,6,9,68,66,15,17,17
"100320724420100303",220,"8",198,12,10,59,69,14,22,12
"100320722341002015",220,"7",198,8,9,61,79,12,10,19
"100320208200190129",220,"5",198,6,7,67,75,18,14,11
"100320309342503409",220,"8",198,14,11,65,73,11,11,13
"100320308210018212",220,"6",198,7,9,63,71,18,15,15
"100320516713114005",220,"1",198,9,7,65,77,16,17,7
"100320207290240605",220,"0",198,10,11,58,74,12,14,19
"100320207290280104",220,"3",198,12,13,64,62,17,8,22
"100320308210017004",220,"10",198,3,13,74,64,11,13,20
"100320208200120203",220,"4",198,8,10,66,59,18,21,16
"100320308210022311",220,"0",198,11,8,73,63,14,14,15
"100320825260002706",220,"3",198,9,8,67,65,17,15,17
"100320227430000221",220,"2",198,13,6,72,73,12,11,11
"100320206230269203",220,"4",198,8,14,72,59,15,13,17
"100320420593102103",220,"0",198,10,11,71,67,14,10,15
"100320420593101502",220,"3",198,7,17,69,60,15,19,11
"100320722430000105",220,"2",198,5,12,73,71,18,10,9
"110672937722509719",220,"26",198,11,10,80,62,14,11,10
"100320825400001108",220,"10",198,11,10,70,66,15,7,19
"100320203442582102",200,"1",180,6,9,65,52,16,14,18
"100320518410046704",220,"0",198,10,12,69,66,16,14,11
"100320309510903033",206,"3",185,13,2,60,70,12,16,12
"100320308210013014",220,"3",198,10,12,67,65,17,5,22
"100320722340602002",220,"4",198,13,5,77,68,13,13,9
"100320722340201501",220,"3",198,10,5,75,67,18,12,11
"100320208200240266",220,"1",198,4,10,63,79,12,11,19
"100320724422101002",220,"6",198,7,11,61,68,14,17,20
"100320619162554704",220,"0",198,11,9,57,86,13,8,14
"100320309512569804",220,"0",198,9,10,64,67,19,11,18
"100320517780036705",220,"5",198,7,8,69,79,9,9,17
"100320208200260205",220,"1",198,13,8,73,73,15,10,6
"100320724672000042",220,"7",198,14,5,75,64,17,9,14
"100320308210010617",220,"4",198,11,13,57,78,11,14,14
"100320208200120222",220,"4",198,7,7,66,70,11,15,22
"100320308210022201",220,"0",198,6,9,61,71,16,20,15
"100320204980267504",174,"6",157,5,5,55,66,10,10,6
"100320420592562905",220,"3",198,14,7,73,59,15,17,13
"100320619140002401",220,"7",198,12,6,78,63,14,11,14
"100320421130000201",22,"0",20,3,0,6,6,2,1,2
"100320420593100704",220,"4",198,10,10,67,66,20,8,17
"100320722542541002",220,"0",198,14,10,69,55,19,13,18
"100320227670291210",220,"4",198,9,9,71,73,16,11,9
"100320722340200603",220,"4",198,14,10,66,67,14,13,14
"100320113313002206",83,"4",75,1,3,25,25,7,6,8
"100320310540123204",220,"0",198,7,11,75,69,11,14,11
"100320208200190309",220,"2",198,5,10,65,68,21,12,17
"100320825260003202",220,"1",198,6,10,65,69,17,15,16
"100320207290301509",220,"5",198,6,13,66,65,15,20,13
"100320722341004021",220,"1",198,14,12,50,82,11,15,14
"100320309342503307",220,"4",198,9,14,65,62,14,17,17
"100320722340301705",220,"12",198,11,7,79,61,24,9,7
"100320309740105401",220,"1",198,18,12,62,64,12,17,13
"100320207290050545",220,"3",198,10,11,59,72,19,12,15
"100320208200230219",220,"2",198,10,12,66,70,12,15,13
"100320515170007503",220,"3",198,11,7,71,65,17,12,15
"100320722340200319",181,"5",163,10,5,51,59,8,13,17
"100320204850066301",214,"0",193,11,13,69,55,21,11,13
"100320515500011806",135,"9",122,5,9,42,40,5,11,10
"100320420590008804",220,"5",198,14,10,68,63,14,14,15
"100320309342504619",220,"4",198,6,10,74,66,9,16,17
"100320127940051203",220,"7",198,9,8,59,70,20,17,15
"100320722342541706",220,"0",198,8,10,77,63,14,11,15
"100320308650400204",220,"1",198,6,10,70,70,10,14,18
"100320208200130511",220,"2",198,8,11,66,59,21,17,16
"100320724763204610",36,"3",32,2,2,12,11,2,2,1
"100320722342565708",73,"0",66,7,5,25,21,4,1,3
"100320515303114901",220,"1",198,18,14,66,56,13,14,17
"100320207290020207",54,"2",49,5,6,15,14,1,4,4
"100320207292503618",220,"2",198,5,7,76,72,8,19,11
"100320723710402903",179,"5",161,11,5,59,54,12,9,11
"100320309710104808",220,"3",198,9,7,59,82,12,17,12
"100320432190000202",220,"1",198,8,11,66,64,21,11,17
"100320204612534502",220,"4",198,7,8,68,77,13,14,11
"100320723340301306",220,"13",198,10,6,56,77,15,17,17
"100320207290040706",220,"5",198,12,14,63,67,16,16,10
"100320722340201003",220,"4",198,6,9,66,72,15,13,17
"100320308210010712",220,"3",198,5,9,64,80,14,10,16
"100320234650000101",220,"6",198,4,7,71,77,16,13,10
"100320207292504702",220,"1",198,8,9,69,76,12,10,14
"100320206260254508",220,"3",198,7,10,63,74,15,18,11
"100320207290110310",220,"3",198,6,6,66,80,12,13,15
"100320724560102805",220,"2",198,12,9,62,65,25,15,10
"110111041302517717",220,"6",198,8,8,63,72,12,12,23
"100320207290060315",220,"4",198,11,22,67,56,18,10,14
"100320421170000205",214,"3",193,3,10,69,64,19,13,15
"100320724512102333",220,"6",198,10,11,69,63,15,14,16
"100320723522201401",220,"5",198,11,12,79,55,13,17,11
"100320227670291241",220,"4",198,8,9,71,59,20,16,15
"100320825260003204",220,"2",198,9,9,54,86,12,12,16
"100320203620291901",220,"1",198,9,15,66,68,14,20,6
"100320626800009415",220,"7",198,10,9,66,61,10,24,18
"100320137400000101",220,"0",198,9,9,77,64,12,12,15
"100320420840000310",220,"1",198,7,15,61,68,18,12,17
"100320114303002605",162,"18",146,10,8,43,57,12,8,8
"100320208200190505",220,"2",198,10,16,56,71,19,16,10
"100320310660130902",160,"1",144,7,10,47,52,6,11,11
"110111041372518411",220,"24",198,8,11,68,70,10,19,12
"100320207290280106",220,"3",198,13,4,78,71,11,8,13
"100320722970401305",220,"2",198,5,8,68,79,13,11,14
"100320618600000106",220,"5",198,8,8,65,75,13,14,15
"100320207292505104",220,"8",198,9,9,55,76,16,14,19
"100320728561104036",220,"5",198,4,10,72,66,17,14,15
"100320722340602030",220,"8",198,18,11,62,68,8,20,11
"100320202530246805",220,"8",198,10,7,60,82,12,17,10
"100320930660000101",78,"0",70,4,0,26,24,5,6,5
"100320208200060304",220,"4",198,8,12,77,62,11,13,15
"100320309760101114",220,"8",198,8,6,74,60,14,17,19
"100320528170049501",220,"16",198,7,10,71,70,15,13,12
"100320722342547004",220,"2",198,5,9,77,66,14,17,10
"100320308210019903",220,"6",198,12,7,68,63,13,17,18
"100320723770403602",220,"5",198,10,9,67,66,15,13,18
"100320208200200104",220,"1",198,4,6,67,69,17,18,17
"100320208200180408",220,"2",198,11,6,62,75,20,12,12
"100320911590004901",220,"0",198,8,8,69,73,13,13,14
"100320207290110233",220,"2",198,10,5,72,77,10,10,14
"100320308210010317",220,"2",198,9,16,69,66,12,15,11
"100320207290300408",222,"2",200,9,10,63,68,14,20,16
"100320514940000701",220,"5",198,6,8,69,59,20,15,21
"100320723171802917",220,"4",198,12,9,71,68,13,19,6
"100320730531102906",220,"3",198,10,18,66,63,13,12,16
"100320309592570102",140,"0",126,6,12,53,30,11,4,10
"100320308210013611",220,"3",198,15,9,62,71,15,13,13
"100320208202504402",220,"0",198,8,9,69,68,16,15,13
"100320626803105803",220,"2",198,10,9,66,69,14,10,20
"110111041382506306",220,"56",198,11,9,82,59,14,13,10
"100320420590009802",220,"7",198,13,13,58,63,21,17,13
"100320308210014905",220,"3",198,9,11,60,74,16,14,14
"100320203230297014",220,"1",198,12,14,70,67,7,12,16
"100320308210020410",220,"3",198,10,12,63,65,16,15,17
"100320208200080309",220,"4",198,9,5,69,66,15,17,17
"100320241782561002",220,"0",198,16,11,59,73,12,15,12
"100320127940022805",220,"2",198,11,12,76,70,12,8,9
"100320626800007903",220,"4",198,12,10,60,68,15,18,15
"100320723251300207",220,"5",198,5,6,65,77,20,14,11
"100320735380000919",220,"0",198,16,8,75,62,17,10,10
"100320722341105016",220,"5",198,7,7,61,75,14,15,19
"100320420593102301",220,"1",198,5,8,71,69,19,11,15
"100320516920027201",34,"4",31,1,1,12,13,2,2,0
"100320114660000102",51,"3",46,0,4,17,14,3,4,4
"100320227670291256",220,"2",198,5,10,69,79,14,10,11
"100320309990103221",220,"4",198,12,12,61,67,23,9,14
"100320308210023721",220,"0",198,9,9,71,70,8,17,14
"100320207290300706",220,"2",198,11,14,56,68,14,19,16
"100320207290060308",220,"6",198,9,9,75,61,12,18,14
"100320207290160417",220,"4",198,5,7,77,65,19,12,13
"100320739710000108",220,"1",198,10,14,69,73,6,10,16
"100320722342547008",220,"2",198,6,6,71,75,16,16,8
"100320201220244905",141,"3",127,6,4,40,44,7,12,14
"100320722340901004",220,"7",198,8,15,72,63,16,8,16
"100320127940021621",220,"8",198,9,15,59,71,12,16,16
"100320825260001906",220,"2",198,12,10,60,68,15,17,16
"100320207290110411",220,"0",198,11,10,68,65,17,13,14
"100320134420000101",187,"4",168,11,3,64,44,17,10,19
"100320927540005601",220,"3",198,11,11,61,66,19,14,16
"100320514943112402",220,"6",198,9,10,75,71,8,14,11
"100320208202552404",220,"1",198,11,12,58,69,11,15,22
"100320619620001301",220,"1",198,10,10,76,53,7,21,21
"100320207290010117",220,"4",198,14,14,52,68,17,15,18
"100320722340202510",119,"3",107,3,4,40,26,10,11,13
"100320203230296908",220,"4",198,10,15,73,72,11,8,9
"100320421590000201",220,"0",198,10,7,66,75,14,14,12
"100320113790000101",195,"7",176,8,7,66,49,13,22,11
"100320127940021715",220,"3",198,9,13,62,64,14,20,16
"100320942672595301",65,"0",58,3,3,10,26,5,6,5
"100320203130252903",51,"3",46,1,0,16,13,7,5,4
"100320628830002001",220,"12",198,8,10,60,76,17,12,15
"100320725140600806",220,"18",198,10,11,72,69,12,11,13
"100320201290238901",104,"0",94,6,5,31,29,8,11,4
"111545437972512201",220,"12",198,12,7,67,64,19,14,15
"100320420590014008",220,"3",198,15,12,65,67,12,14,13
"110111036112505701",220,"35",198,12,14,64,54,17,21,16
"100320724763204601",220,"7",198,8,9,70,70,9,19,13
"100320206730276101",220,"2",198,13,11,65,59,16,21,13
"100320208200220515",220,"1",198,10,12,66,69,12,19,10
"100320206170270204",227,"2",204,18,14,65,69,10,14,14
"100320113863002402",220,"4",198,12,7,74,64,16,9,16
"100320308840500201",220,"6",198,8,12,72,68,15,13,10
"100320310600132125",220,"6",198,9,9,70,67,14,16,13
"100320825960000204",220,"4",198,10,9,62,80,13,10,14
"100320722341104715",220,"8",198,13,11,71,61,18,10,14
"100320227670291207",220,"1",198,10,6,61,74,10,20,17
"100320207290260407",220,"2",198,10,10,65,65,14,16,18
"100320626803105201",220,"7",198,8,14,63,73,11,11,18
"100320310422593216",220,"1",198,9,11,68,65,14,16,15
"100320309342504720",220,"0",198,8,11,64,62,12,19,22
"100320207290240622",190,"6",171,11,9,51,58,15,12,15
"100320207290200502",220,"3",198,8,7,70,71,18,16,8
"100320329470140813",220,"5",198,12,8,59,71,13,19,16
"100320722340301303",220,"5",198,13,6,65,64,12,21,17
"100320208200250204",220,"0",198,15,9,67,63,13,13,18
"100320208202504201",220,"2",198,8,7,67,73,15,12,16
"100320739270000101",80,"0",72,4,2,33,23,5,4,1
"100320941032551201",92,"0",83,3,5,23,32,7,6,7
"100320309342505020",220,"3",198,10,6,66,73,11,17,15
"100320309342504901",220,"7",198,11,16,72,58,16,10,15
"100320722340600113",220,"5",198,7,15,59,70,11,24,12
"100320722340200107",220,"4",198,11,5,85,55,13,14,15
"100320724361500709",220,"2",198,11,9,66,73,17,14,8
"100320515840015301",150,"7",135,8,14,50,43,8,8,4
"100320825460000101",220,"6",198,11,8,81,55,13,16,14
"100320309700905016",220,"2",198,18,9,67,70,12,11,11
"100320733201103810",220,"1",198,7,8,83,67,10,14,9
"100320208202502810",220,"0",198,11,7,63,64,15,20,18
"100320309710105202",220,"0",198,7,7,84,61,16,10,13
"100320722340600409",220,"6",198,10,10,63,73,10,12,20
"100320421080000206",220,"6",198,8,6,71,56,17,18,22
"110111041302506009",220,"21",198,5,11,68,66,17,13,18
"100320308210010302",220,"6",198,7,11,65,77,8,15,15
"100320722351100103",220,"4",198,7,11,56,80,23,12,9
"110111041402518707",220,"42",198,7,10,73,65,13,16,14
"100320626800011201",220,"5",198,5,12,73,62,15,21,10
"100320722340200707",111,"2",100,2,5,37,34,6,8,8
"100320927730002301",220,"7",198,14,7,69,66,14,12,16
"100320420590011107",220,"5",198,12,14,68,67,15,14,8
"100320205172573601",220,"0",198,11,8,71,73,9,14,12
"100320722340900613",220,"5",198,4,12,65,76,11,15,15
"100320722340801225",220,"10",198,7,10,66,63,16,19,17
"100320722340700203",220,"3",198,11,13,56,75,12,14,17
"100320330120102601",46,"0",41,1,1,13,19,2,4,1
"100320310990160120",220,"5",198,11,5,70,73,11,15,13
"100320208200030116",220,"3",198,11,10,62,76,17,12,10
"100320722340500303",220,"6",198,10,15,73,58,18,14,10
"100320201370299607",220,"1",198,6,8,74,72,12,13,13
"100320127940040306",220,"3",198,9,6,65,72,13,17,16
"100320207290130322",220,"3",198,5,6,69,68,13,15,22
"100320208200250103",220,"0",198,15,14,70,63,18,10,8
"100320309490902704",220,"2",198,8,12,78,54,21,10,15
"100320517630035202",220,"13",198,7,8,71,71,12,14,15
"100320339912530203",30,"0",27,0,3,6,13,2,2,1
"100320308210010816",220,"7",198,13,9,65,72,13,14,12
"100320309572590401",220,"0",198,8,8,72,72,12,13,13
"100320310930150602",215,"11",194,6,12,79,60,7,12,18
"100320724422101312",220,"3",198,10,9,69,60,12,22,16
"100320421760000201",137,"1",123,5,4,46,42,9,7,10
"100320724512102314",220,"4",198,10,10,72,66,9,11,20
"100320310502503104",220,"0",198,15,10,60,71,15,13,14
"100320208200020411",220,"5",198,14,15,66,60,15,15,13
"100320114740000101",220,"13",198,18,7,52,69,20,15,17
"100320310550123303",220,"0",198,10,8,65,68,16,13,18
"110341843862609805",172,"0",155,7,9,47,57,13,10,12
"100320722340700733",220,"1",198,9,10,69,62,11,15,22
"100320207290160202",220,"6",198,8,11,62,64,17,15,21
"100320722343203204",220,"7",198,10,10,68,62,19,16,13
"100320722340701501",220,"2",198,10,9,81,56,9,18,15
"100320724422104613",220,"5",198,19,11,67,68,11,10,12
"100320722340101602",220,"4",198,8,13,61,67,16,16,17
"100320722340600305",220,"10",198,10,14,78,59,9,16,12
"100320207290240520",220,"6",198,13,6,68,60,13,15,23
"100320206980256506",220,"8",198,11,6,60,69,17,22,13
"100320309230800115",220,"3",198,10,14,60,75,17,13,9
"100320724361500703",220,"1",198,5,3,78,70,14,13,15
"112137738202612004",220,"29",198,3,10,73,73,17,8,14
"100320308210018223",220,"4",198,13,10,61,71,14,17,12
"100320207290040415",220,"6",198,11,6,74,73,8,8,18
"100320207290200501",220,"5",198,9,6,65,70,18,16,14
"100320516420021505",220,"15",198,8,11,75,63,13,15,13
"100320207292504804",220,"9",198,6,4,79,64,19,11,15
"100320827840001702",220,"0",198,12,11,62,71,13,13,16
"100320308210022905",220,"0",198,11,7,64,79,15,13,9
"100320308210010405",220,"5",198,6,12,60,78,15,12,15
"100320722340801025",220,"4",198,3,7,67,70,15,21,15
"100320309740104910",220,"4",198,5,14,68,61,12,25,13
"100320339992531001",220,"1",198,12,8,74,60,20,12,12
"100320208200240139",220,"0",198,8,10,71,66,12,10,21
"100320722340600315",220,"3",198,10,14,68,65,13,11,17
"100320723980401509",220,"6",198,8,20,58,60,18,17,17
"100320207290290101",220,"5",198,15,14,57,76,10,15,11
"100320204960267304",220,"7",198,7,8,76,69,13,15,10
"100320208200030112",220,"1",198,11,8,74,71,12,11,11
"100320626800006814",220,"2",198,11,9,63,68,18,15,14
"100320518550046101",220,"3",198,16,8,71,58,12,18,15
"100320722542540804",220,"1",198,10,4,64,75,15,13,17
"100320207293003606",185,"7",166,3,8,54,68,12,10,11
"100320723141801102",220,"0",198,8,5,76,61,13,21,14
"100320308210022525",220,"2",198,13,16,62,65,15,14,13
"100320207290230211",220,"3",198,8,14,74,59,9,15,19
"100320420593100902",220,"4",198,10,8,75,61,10,18,16
"100320207290120146",220,"4",198,6,9,79,67,14,13,10
"100320514940001507",220,"6",198,10,5,64,72,9,24,14
"100320127943001808",135,"6",122,6,7,38,46,7,13,5
"100320308210019912",220,"4",198,7,14,68,67,14,15,13
"100320208200190634",220,"2",198,11,11,72,65,12,7,20
"100320207290090301",220,"3",198,11,13,59,70,13,17,15
"100320722343205603",220,"4",198,11,5,69,60,14,23,16
"100320722862402003",220,"3",198,13,5,65,78,8,14,15
"100320127943001609",220,"8",198,9,7,84,62,12,10,14
"100320724740000601",196,"5",176,14,15,58,53,13,10,13
"100320207292503901",220,"4",198,9,7,71,57,24,18,12
"100320722340702517",220,"6",198,7,13,56,78,8,21,15
"100320722340501303",220,"6",198,5,10,74,61,17,19,12
"100320514940002912",220,"3",198,16,12,64,68,14,9,15
"100320328040121120",220,"1",198,9,9,71,68,17,14,10
"100320208200170203",220,"4",198,9,9,75,59,15,17,14
"100320308210015006",220,"4",198,6,8,70,59,17,18,20
"100320722341105111",220,"2",198,8,9,65,68,14,10,24
"100320208200210131",220,"4",198,6,10,73,59,12,14,24
"100320826440000101",220,"4",198,6,9,67,73,16,11,16
"100320113050000110",229,"5",206,10,12,77,61,19,12,15
"100320722342547022",220,"3",198,7,10,77,57,19,13,15
"100320735820000101",113,"4",102,4,1,40,38,10,4,5
"100320308213008608",220,"6",198,8,9,72,59,17,18,15
"100320724901200514",220,"8",198,10,8,65,65,19,13,18
"100320722862400210",220,"6",198,12,14,61,63,16,14,18
"100320208160000105",220,"3",198,5,14,72,53,16,17,21
"100320723910400903",220,"5",198,10,10,74,60,18,13,13
"100320339942530503",220,"2",198,11,15,62,69,17,15,9
"100320626800010007",220,"9",198,7,6,66,76,17,9,17
"100320204630264801",220,"11",198,10,14,61,59,23,17,14
"100320526640019101",220,"8",198,11,15,61,64,13,20,14
"100320722340501910",220,"5",198,7,6,79,63,15,16,12
"100320309160700901",220,"4",198,12,9,72,59,18,16,12
"100320514940057204",220,"4",198,8,12,64,67,9,17,21
"100320202070232402",220,"3",198,14,17,67,64,10,16,10
"100320309980103111",170,"0",153,8,7,49,53,9,15,12
"100320243542605401",220,"0",198,9,10,72,64,11,18,14
"100320722340702528",220,"4",198,8,9,75,69,8,16,13
"100320202480239602",113,"2",102,3,3,46,27,5,4,14
"100320722542541011",220,"0",198,8,19,54,73,15,13,16
"100320207290010401",220,"2",198,10,13,57,76,12,17,13
"100320722720502206",220,"3",198,13,7,71,71,11,13,12
"100320208203005514",220,"5",198,5,12,67,79,10,14,11
"100320722340800520",220,"6",198,6,7,72,70,15,19,9
"100320516010017201",220,"17",198,12,13,62,65,10,16,20
"100320309342503313",220,"5",198,10,6,70,73,14,8,17
"100320626803105102",180,"9",162,7,9,66,50,6,14,10
"100320722341003106",220,"6",198,8,9,66,69,10,17,19
"100320308210019406",220,"6",198,13,17,58,74,9,14,13
"100320309730100644",220,"5",198,7,13,78,60,15,13,12
"110111036112517307",220,"20",198,11,7,80,63,15,7,15
"110111036112517310",220,"21",198,7,5,73,71,11,16,15
"100320722351102717",220,"2",198,11,8,54,81,19,12,13
"112137738202612001",220,"32",198,10,10,67,69,19,9,14
"100320206432577001",220,"2",198,8,7,64,64,21,16,18
"100320207290190116",220,"3",198,11,13,72,68,10,15,9
"100320514950005103",220,"15",198,11,11,67,75,11,7,16
"100320420593102110",220,"0",198,8,7,74,60,15,15,19
"100320722341002315",220,"4",198,7,5,69,67,19,18,13
"100320626802571219",210,"6",189,10,9,69,62,14,10,15
"100320308212588301",220,"0",198,5,6,68,70,18,12,19
"100320308210020223",220,"5",198,12,12,66,65,17,10,16
"100320420593100805",220,"2",198,9,9,67,69,17,11,16
"100320308210021013",220,"0",198,15,8,78,51,17,12,17
"100320207290100414",220,"4",198,9,18,70,66,9,9,17
"100320420593101011",220,"3",198,10,5,70,64,15,14,20
"100320515850015703",220,"15",198,12,9,63,68,24,11,11
"100320308210018807",142,"2",128,4,10,43,52,10,3,6
"100320233460000103",27,"0",24,1,2,6,11,1,2,1
"100320420843102804",220,"2",198,10,11,66,71,9,13,18
"100320722341105604",220,"3",198,11,8,70,62,19,9,19
"100320309590905428",220,"5",198,13,16,60,64,10,17,18
"100320208200260315",220,"2",198,7,6,70,73,9,20,13
"100320310830141103",220,"2",198,10,11,59,69,13,11,25
"100320724901200510",220,"14",198,11,9,67,65,19,16,11
"100320342032565001",210,"0",189,10,10,59,61,10,10,29
"100320532110057801",220,"6",198,12,9,66,64,19,18,10
"100320514943112302",220,"3",198,7,9,60,77,16,16,13
"100320308210021911",220,"3",198,11,14,74,54,16,15,14
"100320722340901013",220,"8",198,5,10,75,65,24,11,8
"100320330130104304",60,"0",54,2,4,15,17,6,4,6
"100320112750000101",220,"3",198,7,9,72,66,17,10,17
"100320308430301106",220,"3",198,10,10,76,51,17,16,18
"100320722351100009",220,"3",198,15,6,65,75,10,13,14
"100320208200190625",220,"0",198,9,13,57,73,14,15,17
"100320134370000102",209,"2",188,12,10,72,65,11,9,9
"100320308210014212",220,"7",198,6,16,72,61,10,17,16
"100320722343202603",220,"7",198,11,13,67,62,17,18,10
"100320208200050118",220,"3",198,7,8,78,60,22,9,14
"100320113980000101",220,"7",198,12,11,69,50,25,12,19
"100320308210011408",220,"6",198,9,11,73,63,12,13,17
"100320127940040106",220,"2",198,12,8,70,62,7,18,21
"100320420843102713",220,"2",198,7,8,63,82,18,11,9
"100320626803105404",220,"9",198,7,15,64,64,20,9,19
"100320208200260406",220,"1",198,17,8,56,71,18,14,14
"100320208200140328",220,"3",198,9,9,67,74,13,13,13
"100320113310000102",220,"4",198,6,12,65,77,11,15,12
"100320208202503909",220,"5",198,11,5,56,73,17,19,17
"100320927732503207",220,"4",198,8,2,70,70,11,17,20
"100320309750101031",220,"2",198,10,11,76,67,10,14,10
"100320420590010711",220,"5",198,11,7,63,69,19,16,13
"100320516710025101",220,"2",198,9,5,71,57,17,13,26
"100320514940048308",220,"2",198,7,7,68,76,16,12,12
"100320626800006701",220,"8",198,6,15,66,60,18,14,19
"100320514940003603",220,"6",198,11,8,60,76,10,18,15
"100320722342542501",220,"1",198,9,6,73,64,21,16,9
"100320208200110217",220,"2",198,8,10,77,64,19,7,13
"100320739760000101",69,"0",62,1,3,15,31,4,7,1
"100320420590011002",220,"7",198,13,6,71,60,13,19,16
"100320308210023108",105,"0",94,2,3,33,30,8,9,9
"100320421170000202",220,"9",198,9,10,66,67,12,12,22
"100320420592504402",220,"0",198,6,8,80,66,14,11,13
"110341836192520204",220,"2",198,6,12,73,70,13,15,9
"100320722341000122",220,"5",198,9,8,59,71,11,14,26
"100320514940005001",220,"2",198,6,10,67,68,14,16,17
"100320514940003502",220,"5",198,12,5,67,61,16,19,18
"100320309750101041",220,"2",198,12,6,73,64,16,17,10
"100320208200190508",220,"2",198,13,10,81,60,12,10,12
