"ID_MESA","HAB","INHAB","VV"
"100320208203004812",220,"4",198
"100320827840001604",220,"0",198
"100320827840001310",171,"12",154
"100320722340100601",220,"5",198
"100320308210018411",220,"5",198
"100320927510001301",120,"1",108
"100320420600000404",93,"0",84
"100320722340300306",220,"0",198
"100320722340501108",220,"4",198
"100320722551102004",220,"9",198
"100320204100260405",44,"1",40
"100320620530002001",220,"4",198
"100320309342504410",220,"5",198
"100320203570292004",220,"4",198
"100320825260000603",220,"8",198
"110443637792510403",220,"7",198
"100320724422105111",220,"6",198
"100320309660904710",220,"3",198
"100320202672573302",220,"3",198
"110443937832510811",220,"9",198
"100320127943001105",220,"5",198
"100320208200010238",220,"1",198
"100320722341002815",220,"4",198
"100320626803105701",220,"4",198
"100320208200210307",220,"2",198
"100320526770043801",35,"0",32
"100320309730100905",220,"3",198
"100320825840000101",86,"0",77
"100320204140260702",220,"10",198
"100320825963202307",220,"11",198
"100320723291300620",220,"11",198
"100320207290080501",220,"2",198
"100320724420100911",220,"7",198
"110672737702618611",220,"37",198
"100320208200210515",220,"1",198
"100320202780251603",92,"2",83
"100320825590000607",220,"14",198
"100320208200190213",220,"1",198
"100320422120000201",220,"2",198
"100320308210013704",220,"6",198
"100320208203004421",103,"4",93
"100320308210020404",220,"6",198
"100320208200130711",220,"0",198
"100320421393102906",220,"2",198
"100320516713114201",220,"5",198
"100320514942502706",220,"6",198
"100320127943001405",220,"14",198
"100320722340700524",220,"8",198
"100320308210016210",220,"5",198
"100320207290080806",220,"3",198
"100320207290301519",220,"4",198
"100320739720000101",84,"1",76
"100320308210017410",220,"1",198
"100320308210023807",220,"3",198
"100320420592502714",220,"1",198
"100320207290171002",220,"13",198
"100320308210023715",220,"0",198
"100320514943111310",99,"2",89
"100320112640000105",220,"12",198
"100320309600904008",220,"4",198
"100320516713113904",220,"3",198
"100320722341003113",220,"2",198
"100320208203004006",220,"3",198
"100320208200100220",220,"0",198
"100320722340702119",220,"7",198
"100320202590247301",220,"5",198
"100320308210010114",220,"5",198
"100320723161801302",45,"1",40
"100320339942530501",220,"1",198
"100320207290040117",220,"5",198
"100320825260001112",220,"2",198
"100320127940011709",220,"7",198
"100320311042589503",220,"0",198
"100320735383205801",220,"0",198
"100320207290080804",220,"2",198
"100320204590264303",220,"2",198
"100320619160001605",220,"5",198
"100320514940003508",220,"5",198
"100320420840000411",33,"0",30
"100320723341301204",220,"10",198
"100320833150000102",64,"0",58
"100320731920601805",220,"7",198
"100320207292504404",220,"8",198
"100320619493106702",220,"5",198
"100320515303114503",220,"3",198
"100320309420902111",220,"6",198
"100320722342565722",220,"4",198
"100320722842502003",220,"7",198
"100320722342566902",220,"0",198
"110341836192507906",220,"56",198
"100320515300009404",220,"0",198
"100320420593101903",220,"3",198
"110449443892610106",205,"0",184
"100320722340400920",220,"7",198
"110111036112505711",220,"28",198
"100320420593102111",141,"1",127
"100320207290040507",220,"2",198
"100320722340202009",220,"8",198
"100320722340200601",220,"2",198
"100320723370201508",220,"5",198
"100320723980401510",220,"7",198
"100320112830000106",220,"2",198
"112126638092612401",220,"23",198
"100320207290250513",220,"4",198
"100320208200130320",220,"10",198
"100320203670299007",220,"7",198
"100320515290008704",220,"5",198
"100320208200170108",220,"3",198
"100320308210017103",220,"3",198
"100320127940021222",200,"5",180
"100320722340700804",220,"8",198
"100320722843204202",220,"5",198
"100320722342565402",220,"0",198
"100320516110018204",220,"2",198
"110443937832510833",220,"8",198
"100320201440302901",139,"2",125
"100320619160001009",220,"12",198
"100320329090300704",220,"8",198
"100320207290110209",220,"2",198
"100320208200190319",220,"4",198
"100320309090700209",220,"4",198
"100320722340301117",220,"4",198
"100320310780140502",220,"10",198
"100320310010103404",220,"1",198
"100320420920000203",220,"3",198
"110111236132506622",220,"52",198
"100320207290270129",25,"0",22
"100320420592504403",220,"0",198
"100320200930245115",43,"2",39
"100320830740000101",153,"5",138
"100320514940057103",220,"7",198
"100320421480000207",180,"2",162
"100320208200010210",220,"2",198
"100320309380901805",220,"4",198
"100320208200210525",220,"1",198
"100320208200060318",220,"3",198
"100320619160000910",220,"4",198
"100320207290100606",220,"3",198
"100320722340401102",220,"4",198
"100320722340200413",220,"6",198
"100320516760025401",53,"3",48
"100320722340000911",220,"7",198
"100320723440610501",128,"0",115
"100320207290270302",220,"6",198
"100320309510903014",220,"5",198
"100320309342503316",220,"5",198
"100320722340501912",220,"2",198
"100320308210016101",220,"3",198
"100320208200050508",220,"2",198
"100320328040121146",220,"6",198
"100320722342543201",220,"0",198
"100320722340400326",220,"3",198
"110111036112517404",220,"29",198
"100320826120000307",66,"1",59
"100320428110000201",232,"1",209
"100320626800011006",220,"2",198
"100320309760101209",220,"2",198
"100320208200040337",220,"1",198
"100320722340501605",220,"6",198
"100320140102532501",93,"1",84
"100320626800007219",220,"5",198
"100320825400000602",220,"7",198
"100320827840000102",220,"13",198
"100320308213007315",220,"4",198
"100320208200230502",220,"3",198
"100320626803105703",220,"4",198
"100320724371500813",220,"3",198
"100320825260000903",220,"4",198
"100320515173115603",220,"3",198
"100320421980000202",220,"1",198
"100320202270235802",142,"2",128
"100320207290101023",220,"2",198
"100320208200230217",220,"2",198
"100320205290225309",220,"2",198
"100320516730025101",220,"11",198
"100320826240000101",220,"3",198
"100320308210016804",220,"7",198
"100320724430101612",220,"5",198
"100320127942556903",220,"6",198
"100320421550000201",220,"4",198
"100320207290240406",220,"7",198
"100320735380000706",220,"0",198
"100320420590013702",220,"2",198
"100320204860266505",220,"5",198
"100320927730001103",220,"4",198
"100320724002300009",126,"4",113
"100320208200250103",220,"0",198
"100320927730001113",38,"2",34
"100320722340701404",220,"10",198
"100320208200040245",220,"3",198
"100320207290040710",220,"6",198
"100320310502503105",220,"0",198
"100320724422101303",220,"3",198
"100320208202504122",220,"4",198
"100320735390000101",220,"3",198
"100320308210022901",220,"0",198
"100320308220200301",220,"7",198
"100320309380901804",220,"1",198
"100320722343202809",220,"8",198
"100320208170000105",220,"3",198
"100320113450000101",220,"13",198
"100320234500000102",70,"1",63
"100320309862570202",220,"0",198
"100320207292505113",205,"10",184
"100320203670299001",220,"2",198
"110672737702618623",220,"0",198
"100320208200260502",220,"5",198
"100320206120000210",220,"11",198
"100320514942504705",220,"0",198
"100320722341105605",220,"0",198
"100320722652500005",220,"2",198
"100320208200260314",220,"1",198
"100320309740105204",220,"1",198
"100320722340202104",220,"3",198
"100320206880291504",220,"5",198
"110111036112517208",220,"54",198
"100320207290240116",220,"3",198
"100320722340100206",220,"8",198
"100320619300000804",220,"5",198
"100320113030000101",220,"3",198
"100320310502589307",220,"0",198
"100320310803007801",220,"7",198
"100320735380000136",220,"3",198
"100320308210022215",220,"0",198
"100320825260000605",220,"8",198
"100320113313002105",220,"5",198
"100320208200220304",220,"2",198
"100320309360901606",108,"0",97
"110671536162507029",220,"68",198
"100320722341002603",220,"8",198
"100320516480022202",220,"22",198
"100320514940005014",220,"6",198
"100320735382546309",220,"2",198
"100320127940021201",220,"5",198
"100320722542540805",220,"0",198
"100320722340801519",220,"7",198
"100320208202504130",138,"4",124
"100320308700400802",220,"5",198
"100320825400002104",220,"1",198
"100320208200070405",220,"5",198
"100320308210013314",220,"4",198
"100320202070232412",220,"3",198
"100320207290040410",220,"4",198
"100320722573204505",220,"5",198
"100320722340700925",53,"6",48
"100320207290080105",220,"4",198
"100320308210015103",220,"2",198
"100320202290225105",220,"4",198
"100320825260000514",220,"8",198
"100320309342503710",220,"0",198
"100320309342503909",220,"6",198
"100320203840287203",220,"2",198
"100320722400000104",220,"4",198
"100320723041800011",220,"3",198
"100320433560000201",220,"1",198
"100320207290303005",220,"4",198
"100320825260000507",220,"12",198
"100320420590014310",220,"1",198
"100320724422105305",174,"0",157
"100320308210020224",220,"1",198
"100320420590009904",220,"1",198
"110671636172618006",220,"62",198
"100320626800008616",220,"1",198
"100320113440000102",220,"7",198
"100320308210020904",220,"7",198
"100320202530246802",220,"4",198
"100320308210021705",220,"0",198
"100320328040121136",220,"5",198
"100320208202605605",220,"0",198
"100320311040160612",220,"4",198
"100320339620000102",149,"0",134
"100320234152576402",29,"0",26
"100320308212590202",220,"0",198
"100320722340302303",220,"9",198
"100320733691701901",220,"4",198
"100320208200240126",220,"4",198
"100320830690000104",20,"0",18
"100320204500263801",108,"1",97
"100320514950005103",220,"15",198
"100320308430301105",220,"5",198
"100320722631101404",220,"4",198
"100320724391501001",220,"7",198
"100320336540000102",220,"0",198
"100320204450263301",220,"3",198
"110111036112505903",220,"22",198
"100320626800000606",220,"6",198
"100320911730006211",220,"3",198
"100320514940004412",220,"8",198
"100320518413113403",220,"21",198
"100320722340700026",220,"5",198
"100320421550000203",220,"2",198
"100320626803106106",64,"1",58
"100320722340401015",220,"4",198
"100320723111803014",220,"5",198
"100320207290130108",220,"6",198
"100320724422105201",77,"17",69
"100320208200200716",128,"3",115
"100320203230297501",220,"4",198
"100320207290210111",220,"4",198
"100320208200240104",220,"2",198
"100320310020103502",220,"1",198
"100320722341105102",220,"4",198
"100320724422105122",220,"3",198
"100320309590905402",220,"2",198
"100320722340702721",220,"5",198
"100320207720000102",220,"4",198
"100320308210013118",220,"6",198
"100320203230297628",220,"4",198
"100320722341003334",220,"5",198
"100320208200010115",220,"1",198
"100320308220200306",220,"7",198
"100320308210011117",220,"10",198
"100320113830000207",220,"7",198
"100320620240001002",69,"6",62
"100320127940053510",220,"4",198
"100320722341108807",220,"0",198
"100320201770298901",144,"0",130
"100320842332586501",36,"0",32
"110341836192612312",220,"2",198
"100320208200040511",220,"4",198
"100320722430000311",220,"3",198
"100320207290060123",220,"4",198
"100320309230800113",220,"3",198
"100320308210011505",220,"9",198
"100320204970267401",81,"0",73
"100320310240120101",220,"9",198
"100320722342566912",31,"2",28
"100320722630010301",220,"4",198
"100320309390902004",220,"1",198
"100320200930245702",220,"5",198
"100320308210014501",220,"5",198
"100320207032558503",205,"8",184
"100320208200220216",220,"6",198
"100320330130104304",60,"0",54
"100320727970405103",220,"4",198
"100320308210022211",220,"0",198
"100320309400901918",220,"4",198
"100320420590011703",220,"5",198
"100320722341000310",220,"1",198
"110671536162507012",220,"74",198
"100320308210012205",220,"3",198
"110672937722509723",220,"27",198
"100320722340901001",220,"11",198
"100320517450033401",217,"17",195
"100320723251300012",220,"5",198
"100320724512102319",220,"6",198
"100320207290120403",220,"6",198
"110671736182507606",220,"66",198
"100320203230297717",220,"3",198
"100320421360000201",145,"2",130
"100320311040160619",220,"9",198
"100320722652546804",220,"0",198
"100320309350901405",220,"3",198
"100320309100700303",220,"3",198
"100320722470000107",220,"7",198
"100320310470122703",139,"2",125
"100320308213007217",220,"3",198
"100320927732502908",220,"6",198
"100320207290130105",220,"4",198
"100320514943111613",220,"2",198
"100320309730101020",220,"0",198
"100320227760000102",220,"4",198
"100320308660400501",220,"5",198
"100320620450001302",31,"2",28
"100320722340400507",220,"11",198
"100320516340020701",95,"4",86
"110111041422514706",220,"33",198
"100320208200220302",220,"6",198
"100320420590012307",82,"1",74
"100320530430053201",98,"5",88
"100320722340200806",220,"3",198
"100320127942547606",220,"1",198
"100320208200130206",220,"8",198
"100320127942557005",220,"0",198
"100320724422101309",220,"0",198
"100320234110000102",213,"1",192
"100320227670291212",220,"1",198
"100320308210023007",220,"0",198
"110119043812609302",220,"0",198
"100320207290220801",220,"3",198
"100320330150110901",234,"4",211
"100320204700271201",220,"4",198
"100320204160260801",220,"9",198
"100320827840000308",220,"15",198
"100320722340502812",220,"3",198
"100320308210018301",220,"4",198
"100320428430000201",150,"1",135
"100320722340602037",220,"7",198
"100320722341106314",188,"0",169
"100320728561104030",220,"3",198
"110341836192520402",220,"2",198
"100320308210023506",220,"2",198
"100320514940048407",220,"0",198
"100320207290170804",220,"4",198
"100320722662500407",220,"4",198
"100320308210010323",220,"6",198
"100320208200210143",220,"3",198
"100320619160001007",220,"13",198
"100320723200801808",220,"4",198
"100320626800010011",220,"5",198
"100320434272503801",134,"2",121
"100320723480201010",220,"6",198
"100320722341000204",220,"7",198
"100320140112532601",93,"0",84
"100320207290220402",220,"6",198
"100320724002303703",220,"7",198
"100320208202504125",220,"2",198
"100320825260000809",220,"8",198
"100320730531102903",220,"4",198
"100320208203004810",220,"5",198
"100320309710104815",220,"2",198
"100320311040160615",220,"4",198
"100320308210013322",220,"2",198
"100320722340201513",220,"8",198
"100320530840052201",144,"7",130
"100320113590000101",220,"6",198
"100320309710104822",220,"6",198
"100320420590009907",220,"2",198
"100320309420902201",220,"0",198
"100320207290250230",54,"3",49
"100320722341107302",220,"0",198
"100320420590009104",220,"2",198
"100320619180000301",220,"11",198
"100320127942532914",220,"2",198
"100320722341000405",220,"5",198
"100320514942504015",220,"2",198
"100320309640904601",220,"2",198
"100320515300009004",220,"4",198
"100320420590009109",220,"0",198
"100320722430000101",220,"5",198
"100320237220000101",86,"0",77
"100320724782001013",220,"7",198
"100320722551104107",220,"3",198
"100320722652500022",220,"2",198
"100320825260001912",220,"0",198
"100320243522605201",220,"0",198
"100320740482537902",85,"0",76
"100320723910406214",77,"3",69
"100320207290280413",220,"3",198
"100320722340600607",220,"3",198
"100320514943110201",220,"2",198
"110671636172618033",220,"35",198
"100320722340501406",220,"4",198
"100320205160226703",83,"1",75
"100320208200260143",220,"4",198
"100320334740000102",113,"2",102
"100320208200110307",220,"4",198
"100320514940004309",220,"5",198
"100320112890000103",220,"1",198
"100320127940011003",220,"2",198
"100320722341001110",220,"5",198
"100320516860026601",220,"15",198
"100320420590014026",220,"3",198
"100320826500000104",220,"4",198
"100320722340300103",220,"5",198
"100320201140237905",220,"1",198
"100320309342504405",220,"0",198
"100320208203005013",220,"1",198
"100320127940051611",220,"5",198
"100320206520230221",220,"3",198
"100320308210018114",220,"4",198
"100320308210018118",220,"7",198
"100320309400901906",220,"9",198
"100320518410044308",220,"26",198
"100320205922580401",220,"2",198
"100320722340300910",220,"3",198
"100320208202559906",220,"0",198
"100320308213007314",220,"6",198
"100320619310000902",220,"4",198
"100320308210016403",220,"4",198
"100320127940053411",220,"1",198
"100320308213007209",220,"3",198
"100320619770000903",220,"1",198
"100320722542540806",220,"1",198
"100320206132534602",220,"6",198
"100320626800007801",220,"2",198
"100320208200050513",220,"4",198
"100320207290120216",220,"5",198
"100320420590010003",220,"2",198
"100320207290170904",220,"7",198
"100320207290170806",220,"4",198
"100320722341002319",220,"3",198
"100320309342503307",220,"4",198
"100320722340000611",220,"4",198
"110111041302517705",220,"2",198
"100320206050287304",208,"6",187
"100320420590009101",220,"6",198
"100320722340800708",220,"8",198
"100320308210019916",220,"5",198
"110118543722618101",220,"0",198
"100320722340600013",220,"5",198
"100320732792104801",220,"4",198
"100320136850000102",27,"1",24
"100320208200210506",220,"1",198
"100320113540000206",220,"3",198
"100320127942503208",220,"0",198
"100320207290060825",220,"1",198
"100320626800011001",220,"6",198
"100320724422104503",220,"6",198
"100320724512102301",220,"3",198
"100320207290300401",220,"0",198
"100320207290020439",220,"5",198
"100320825263201104",220,"2",198
"100320114300000105",220,"11",198
"100320208200130613",220,"2",198
"100320742212584703",125,"0",112
"100320208200210214",220,"6",198
"100320722340801623",220,"10",198
"100320722542567504",25,"0",22
"100320308210022606",220,"0",198
"100320208200060127",220,"3",198
"100320724560102802",220,"7",198
"100320208200180211",220,"2",198
"100320420590013605",158,"6",142
"100320208200020315",220,"2",198
"100320114090000101",220,"0",198
"100320207290170801",220,"4",198
"100320203750277403",205,"2",184
"100320722340201103",220,"6",198
"100320308210015904",220,"8",198
"100320742292585603",236,"0",212
"100320309710104901",220,"4",198
"100320308210015618",220,"6",198
"100320208200240506",220,"0",198
"100320730540103509",220,"1",198
"100320722342566801",220,"0",198
"100320308210016814",220,"9",198
"100320308850500303",190,"5",171
"100320309310800910",220,"8",198
"100320722340600425",220,"4",198
"100320309342548307",220,"0",198
"100320208200190721",220,"1",198
"100320309342503611",220,"4",198
"100320309840101903",220,"1",198
"110341841512612109",220,"59",198
"110341836192507816",220,"39",198
"100320722542540905",220,"0",198
"100320927980001601",229,"3",206
"100320309660904705",220,"3",198
"100320722340401125",106,"4",95
"100320203230297006",220,"0",198
"100320329480151202",208,"3",187
"100320619162554705",127,"0",114
"100320203230297601",220,"3",198
"100320421480000202",220,"11",198
"100320723911400710",220,"3",198
"100320308210018210",220,"2",198
"100320825260001911",220,"0",198
"100320827840000103",220,"6",198
"100320208202560206",220,"0",198
"100320911300002702",220,"7",198
"100320207290040416",220,"4",198
"100320420590009606",220,"4",198
"100320825550000103",220,"0",198
"100320309730100610",220,"7",198
"100320310320122202",220,"4",198
"100320730531102907",220,"2",198
"110111036112517411",220,"33",198
"100320722341000719",57,"6",51
"100320722650500124",220,"5",198
"100320136900000101",220,"1",198
"100320825262503203",220,"0",198
"100320208200240428",130,"0",117
"100320207290080232",220,"3",198
"100320309710105105",220,"0",198
"100320309610904102",220,"3",198
"100320825590000504",177,"2",159
"100320308212588805",220,"0",198
"100320722340800203",220,"4",198
"100320309510903017",220,"7",198
"100320626800009508",220,"4",198
"100320207290100207",220,"6",198
"100320420590014018",220,"4",198
"100320722340701412",220,"6",198
"100320208200130112",220,"3",198
"100320722341105123",220,"4",198
"100320514943111603",220,"1",198
"100320227670291260",220,"2",198
"100320309342504403",220,"2",198
"100320308210014204",220,"7",198
"100320202840251107",66,"2",59
"100320202650248601",220,"9",198
"100320127940021004",220,"3",198
"100320420593100601",220,"2",198
"100320308280201005",52,"0",47
"100320127940021901",220,"3",198
"100320208202503901",220,"0",198
"100320129570000101",191,"10",172
"100320202470244501",220,"6",198
"100320308210016521",220,"7",198
"100320420590008402",220,"7",198
"100320825400001113",220,"7",198
"100320127940051105",220,"4",198
"100320207290080114",220,"2",198
"100320207290030207",220,"5",198
"100320207850000104",220,"2",198
"100320308210011418",220,"1",198
"100320723472200902",220,"7",198
"100320208200060118",220,"2",198
"110111041402518807",220,"0",198
"100320308210017909",220,"1",198
"100320725130550615",220,"8",198
"100320722342566102",220,"0",198
"100320308210010403",220,"3",198
"100320127943000601",220,"7",198
"100320308210013222",220,"6",198
"100320308210014701",220,"4",198
"100320825630000115",61,"4",55
"100320619670000307",220,"6",198
"100320208200040413",220,"1",198
"100320722340201305",220,"8",198
"100320515640013201",214,"23",193
"100320207292548002",220,"4",198
"100320207290170311",220,"3",198
"100320127940023009",220,"5",198
"100320724950580012",220,"2",198
"100320310502503015",220,"3",198
"100320515170007602",220,"3",198
"100320515970017004",220,"15",198
"100320207293003706",126,"4",113
"100320626800007519",220,"10",198
"100320308210017413",220,"3",198
"100320207290250510",220,"3",198
"100320722662500312",220,"7",198
"111086438072513202",220,"20",198
"100320722343205501",220,"4",198
"100320309640904607",220,"1",198
"100320206722581301",220,"1",198
"100320309342503510",220,"8",198
"100320722340100714",220,"4",198
"100320127940011120",220,"3",198
"100320310550123303",220,"0",198
"100320114310000101",220,"11",198
"100320723920404702",220,"2",198
"100320723361301604",220,"6",198
"100320134340000101",184,"3",166
"100320722340701208",220,"2",198
"100320827840000904",220,"7",198
"100320724420100213",220,"8",198
"100320203230297623",220,"2",198
"100320420590011104",220,"1",198
"100320724782545602",222,"0",200
"100320308210011113",220,"4",198
"100320308210011706",220,"6",198
"100320308210023605",220,"0",198
"100320339912530203",30,"0",27
"110111141432514802",220,"19",198
"100320725001900503",95,"1",86
"100320722340101507",220,"4",198
"100320308210013111",220,"2",198
"100320516710025401",220,"4",198
"100320227740000104",44,"0",40
"100320308210018749",220,"5",198
"100320722340401524",220,"5",198
"100320127940023014",220,"2",198
"100320207290290202",220,"3",198
"100320310110110108",140,"7",126
"110112237652509003",220,"2",198
"100320722340800501",220,"7",198
"100320308210020416",220,"4",198
"100320722343205607",220,"4",198
"100320309300800802",42,"0",38
"110449443892610101",220,"0",198
"100320309990103217",220,"1",198
"100320233760000101",223,"7",201
"110671536162507006",220,"16",198
"100320207290240534",30,"4",27
"100320308210019109",220,"2",198
"100320722340000914",220,"9",198
"100320722862402006",220,"6",198
"100320308210024002",109,"1",98
"100320517780057404",220,"12",198
"100320208200160215",220,"4",198
"100320722340300106",220,"6",198
"100320730531102905",220,"1",198
"110341841512612202",220,"0",198
"100320517890038402",220,"10",198
"100320740452537601",220,"1",198
"100320208203005020",220,"2",198
"100320341092551802",152,"0",137
"100320308210011610",220,"10",198
"100320724422101203",220,"8",198
"100320541862563101",102,"0",92
"100320336570000101",220,"0",198
"100320127943001104",220,"6",198
"100320208202533605",220,"1",198
"100320723910401302",220,"3",198
"100320208200170102",220,"3",198
"100320724450101704",220,"5",198
"100320825262502716",229,"2",206
"100320309390902007",220,"0",198
"100320516790025901",220,"20",198
