"ID_MESA","HAB","INHAB","VV","0"
"100320725140600814",220,"23",198,0
"100320202070232407",220,"1",198,0
"100320516730025102",123,"7",111,0
"100320207290050526",220,"0",198,0
"100320722340302602",220,"4",198,0
"100320309390901818",220,"10",198,0
"100320515890016001",220,"1",198,0
"100320206150268502",220,"5",198,0
"100320420590010901",220,"1",198,0
"100320309770101212",220,"3",198,0
"100320735680000102",138,"1",124,0
"100320208202503503",220,"2",198,0
"100320514940004501",220,"3",198,0
"100320517480033701",217,"5",195,0
"100320517650035402",31,"0",28,0
"100320825960000303",220,"3",198,0
"100320309862570203",220,"0",198,0
"100320722341001505",220,"6",198,0
"100320724901200503",220,"10",198,0
"110111041402506408",220,"27",198,0
"100320129640000101",166,"3",149,0
"100320724450101713",220,"7",198,0
"100320208200060110",220,"5",198,0
"100320238980000101",234,"0",211,0
"100320309590905304",220,"5",198,0
"100320309342504411",220,"1",198,0
"100320309390901821",220,"6",198,0
"100320518430044901",212,"7",191,0
"110111041322518003",220,"13",198,0
"100320208200180241",220,"1",198,0
"100320207290110241",220,"2",198,0
"100320309170701001",220,"2",198,0
"100320725120550503",220,"3",198,0
"100320724950580012",220,"2",198,0
"100320724420101105",220,"6",198,0
"100320722340800601",220,"2",198,0
"110111036112505702",220,"33",198,0
"100320825260000610",220,"7",198,0
"100320724782001117",220,"1",198,0
"100320207293003110",220,"2",198,0
"110111043682608001",220,"0",198,0
"100320722340400002",220,"9",198,0
"100320825400002307",220,"0",198,0
"100320208203004614",220,"2",198,0
"100320309342590504",183,"0",165,0
"100320309342504217",86,"7",77,0
"100320207290260120",220,"3",198,0
"100320825590000501",220,"0",198,0
"100320722341105019",220,"5",198,0
"100320207290120104",220,"5",198,0
"100320420590008002",220,"2",198,0
"100320538540000101",209,"1",188,0
"100320514943110703",220,"3",198,0
"100320309993008003",220,"2",198,0
"100320722340702205",220,"0",198,0
"100320208200190723",220,"3",198,0
"100320838710000103",23,"0",21,0
"100320722571102216",220,"3",198,0
"100320724810001304",220,"2",198,0
"100320515850015706",220,"12",198,0
"100320827863201905",220,"6",198,0
"110111036112516107",38,"183",34,0
"100320728561104008",220,"2",198,0
"100320127940011010",220,"3",198,0
"110111041322518010",220,"22",198,0
"100320208200080121",220,"2",198,0
"100320202510237701",220,"6",198,0
"100320203600299303",220,"4",198,0
"100320626800007911",220,"6",198,0
"100320342622594805",183,"0",165,0
"100320207210255005",129,"5",116,0
"100320308210024616",64,"1",58,0
"100320724002303210",220,"4",198,0
"100320626803106006",201,"5",181,0
"100320825260001301",220,"3",198,0
"100320127940012305",220,"4",198,0
"100320227780000105",220,"1",198,0
"100320207290170810",220,"5",198,0
"100320531450055601",220,"14",198,0
"100320734242505104",220,"3",198,0
"100320207290020527",220,"2",198,0
"100320723422567808",220,"8",198,0
"100320310990160105",220,"2",198,0
"100320733201103802",220,"1",198,0
"100320514942503306",220,"2",198,0
"100320722351100120",220,"12",198,0
"100320308210013403",220,"6",198,0
"100320722343203303",220,"8",198,0
"100320207290060407",220,"4",198,0
"100320735380000112",220,"5",198,0
"100320207292503909",172,"7",155,0
"100320308210010326",113,"7",102,0
"100320208200010228",220,"3",198,0
"100320308210017706",220,"1",198,0
"100320825810000304",220,"1",198,0
"100320518050040101",220,"1",198,0
"100320724422100107",220,"3",198,0
"100320626800011305",220,"2",198,0
"100320722340801711",220,"6",198,0
"100320722340900404",220,"11",198,0
"100320208200130404",220,"5",198,0
"100320205950285801",220,"2",198,0
"100320724371500806",220,"5",198,0
"100320308210011601",220,"5",198,0
"100320131910005101",220,"0",198,0
"100320722340202003",220,"7",198,0
"100320207922583507",220,"1",198,0
"100320203020250201",205,"1",184,0
"100320308210012019",220,"5",198,0
"100320114240000102",220,"8",198,0
"100320722343203902",220,"6",198,0
"100320127943000601",220,"7",198,0
"100320722340300718",220,"3",198,0
"100320204600264505",20,"0",18,0
"100320308210010713",220,"5",198,0
"100320308210020609",220,"1",198,0
"100320208202504405",220,"0",198,0
"100320735380000904",220,"2",198,0
"100320735380000113",220,"8",198,0
"100320208200240327",220,"4",198,0
"100320208200200607",220,"2",198,0
"100320722542540809",220,"1",198,0
"100320722342541902",220,"0",198,0
"100320514943111404",189,"3",170,0
"100320308210017905",220,"5",198,0
"100320534990000102",220,"10",198,0
"100320208202504119",220,"3",198,0
"100320421980000203",220,"4",198,0
"100320207290040804",124,"5",112,0
"100320208200260105",220,"1",198,0
"100320207290240117",220,"3",198,0
"100320309740104908",220,"6",198,0
"100320207290170314",73,"3",66,0
"100320207290240522",220,"4",198,0
"100320207293003413",220,"8",198,0
"100320733580000102",28,"0",25,0
"100320825403201801",220,"0",198,0
"100320207290090402",220,"3",198,0
"100320202660251401",220,"3",198,0
"100320207290290305",220,"7",198,0
"100320722551104110",220,"4",198,0
"100320733211103703",220,"7",198,0
"100320723200801812",220,"6",198,0
"100320308213007211",220,"7",198,0
"100320722341105003",220,"6",198,0
"100320310990160103",220,"1",198,0
"100320420593101413",220,"6",198,0
"100320722340100713",220,"3",198,0
"100320207290180103",220,"3",198,0
"100320308210010616",220,"6",198,0
"100320208200020218",220,"8",198,0
"100320722343203409",220,"2",198,0
"100320309310800908",220,"9",198,0
"100320308210016101",220,"3",198,0
"110111041372518419",109,"37",98,0
"100320722340900925",220,"4",198,0
"100320722390000119",45,"1",40,0
"100320208200050108",220,"1",198,0
"100320207290260106",220,"5",198,0
"100320207290080207",220,"2",198,0
"100320723740403112",132,"5",119,0
"100320927730001202",220,"8",198,0
"100320206980256516",220,"3",198,0
"100320724950580015",220,"3",198,0
"100320309770101234",220,"6",198,0
"100320205120226404",86,"0",77,0
"100320722340201205",220,"3",198,0
"100320207300000101",220,"3",198,0
"100320311040160606",220,"4",198,0
"100320722341000711",220,"1",198,0
"100320208200190522",220,"3",198,0
"100320825262503203",220,"0",198,0
"100320725181700207",220,"0",198,0
"100320208200210118",220,"5",198,0
"100320518413113505",220,"20",198,0
"100320722343202505",220,"9",198,0
"100320722340801630",220,"6",198,0
"100320208200130132",220,"2",198,0
"100320206080287101",198,"0",178,0
"100320207290280419",220,"7",198,0
"100320308210010509",220,"6",198,0
"100320127940050703",220,"11",198,0
"100320208200200611",220,"3",198,0
"100320728561104021",220,"6",198,0
"100320827840000303",220,"10",198,0
"100320927730001201",220,"6",198,0
"100320308210017430",220,"6",198,0
"110111041362506205",220,"44",198,0
"100320208200210227",220,"1",198,0
"100320722340100009",220,"7",198,0
"100320722341000105",220,"3",198,0
"100320421930000201",116,"1",104,0
"100320308210010403",220,"3",198,0
"100320309380901805",220,"4",198,0
"100320308210010113",220,"2",198,0
"100320329470140805",220,"7",198,0
"100320722340202802",220,"3",198,0
"100320825260001601",220,"10",198,0
"100320827860000311",220,"6",198,0
"100320620350000301",209,"12",188,0
"100320309760101212",220,"0",198,0
"100320208200180201",220,"4",198,0
"100320722340801801",220,"7",198,0
"100320310452589404",220,"0",198,0
"100320515203115704",220,"2",198,0
"100320825400001310",220,"10",198,0
"100320619490001606",220,"18",198,0
"100320309570903612",203,"4",183,0
"100320208200200709",220,"2",198,0
"100320722662500407",220,"4",198,0
"100320308212588602",220,"0",198,0
"100320206550227501",220,"4",198,0
"100320310990160104",220,"5",198,0
"100320618760000103",220,"28",198,0
"100320619530000402",220,"15",198,0
"100320722351102722",220,"2",198,0
"100320208200120805",220,"2",198,0
"100320722340300803",220,"11",198,0
"100320724420100330",220,"6",198,0
"100320331750905101",220,"3",198,0
"100320420680015103",117,"3",105,0
"100320722600101111",138,"3",124,0
"100320722340200103",220,"10",198,0
"100320728561104111",220,"2",198,0
"100320420590013105",220,"7",198,0
"100320113450000102",53,"1",48,0
"100320127940011708",220,"3",198,0
"100320626800007314",220,"4",198,0
"100320208200070313",220,"2",198,0
"100320127940022816",220,"6",198,0
"100320722992401602",220,"3",198,0
"100320733230000102",229,"4",206,0
"100320208200010229",220,"3",198,0
"110341836192530521",220,"0",198,0
"100320208200020305",220,"6",198,0
"100320208200180125",220,"2",198,0
"100320207290160607",220,"4",198,0
"100320205802579602",220,"0",198,0
"100320114890000102",220,"3",198,0
"100320619160001605",220,"5",198,0
"110111036112515805",220,"19",198,0
"100320310502503104",220,"0",198,0
"100320308210022310",220,"0",198,0
"100320626800000606",220,"6",198,0
"100320311080160902",220,"0",198,0
"100320207290211004",220,"0",198,0
"100320722340700307",220,"3",198,0
"100320310990160102",220,"8",198,0
"100320723340301301",220,"10",198,0
"100320233120000101",220,"1",198,0
"100320308210022220",43,"0",39,0
"100320309452590702",220,"0",198,0
"100320208203004217",125,"2",112,0
"100320202830249905",220,"4",198,0
"100320722340701125",220,"5",198,0
"100320308210016528",220,"6",198,0
"100320722340500202",220,"9",198,0
"100320206982534004",79,"0",71,0
"100320515730014103",196,"11",176,0
"100320533280000102",22,"0",20,0
"100320740432537401",235,"2",212,0
"110111041302517718",220,"10",198,0
"100320421393103104",220,"3",198,0
"100320308210014514",220,"0",198,0
"100320722340501304",220,"2",198,0
"100320722342542302",220,"0",198,0
"100320724810001302",220,"4",198,0
"100320722950401102",220,"2",198,0
"100320437060000101",119,"0",107,0
"100320516710024604",220,"7",198,0
"100320207290040206",220,"3",198,0
"100320724422105301",220,"0",198,0
"100320127940040012",220,"2",198,0
"110341836192520217",220,"3",198,0
"100320722340201711",220,"4",198,0
"100320420600000404",93,"0",84,0
"100320207290140528",220,"3",198,0
"100320127940051209",220,"10",198,0
"100320310010103412",220,"2",198,0
"100320206200269002",220,"7",198,0
"100320420593102508",220,"7",198,0
"100320329470140801",220,"6",198,0
"100320420590013906",220,"2",198,0
"100320927733200204",220,"0",198,0
"100320308210012014",220,"6",198,0
"100320722341001610",220,"7",198,0
"100320722341001312",220,"1",198,0
"100320208202504206",220,"2",198,0
"100320207290090305",220,"2",198,0
"110111036112505907",220,"36",198,0
"100320724450101712",220,"4",198,0
"100320722341000207",220,"5",198,0
"100320528310047001",226,"13",203,0
"100320722341108216",220,"1",198,0
"100320722341104715",220,"8",198,0
"100320420590011801",220,"6",198,0
"100320208202503806",220,"5",198,0
"100320309550903427",218,"4",196,0
"100320127942556906",220,"4",198,0
"100320722351100007",220,"2",198,0
"100320722343203113",220,"6",198,0
"100320722700500701",220,"3",198,0
"100320113710000105",220,"8",198,0
"100320205210231618",220,"1",198,0
"100320722541102407",220,"6",198,0
"100320420590009804",220,"4",198,0
"100320308640301901",220,"7",198,0
"100320722531101806",228,"4",205,0
"100320206930293601",121,"8",109,0
"100320308210023717",220,"0",198,0
"100320825263200505",220,"3",198,0
"100320200930245715",220,"4",198,0
"100320208200220411",220,"1",198,0
"100320205930285602",234,"2",211,0
"100320626800005605",156,"15",140,0
"100320724782001009",220,"6",198,0
"100320208203004709",220,"4",198,0
"100320310830141104",220,"7",198,0
"100320724901200004",220,"8",198,0
"100320207290040803",220,"4",198,0
"100320722342566302",220,"0",198,0
"100320825400000411",220,"11",198,0
"100320722340302006",220,"4",198,0
"100320723910401201",220,"5",198,0
"100320114750000101",100,"0",90,0
"100320722340301703",220,"8",198,0
"100320722340402101",220,"7",198,0
"100320309682567905",220,"0",198,0
"100320722340500408",220,"8",198,0
"100320722343203616",220,"8",198,0
"100320207290140222",220,"1",198,0
"100320127940021925",220,"4",198,0
"100320308210010902",220,"0",198,0
"100320208200050214",220,"1",198,0
"100320724002303707",220,"8",198,0
"100320207293003906",220,"4",198,0
"100320420590011301",220,"1",198,0
"110111036112516201",220,"75",198,0
"100320330130104302",220,"2",198,0
"100320626800008906",220,"4",198,0
"100320208200040129",220,"3",198,0
"100320942672595301",65,"0",58,0
"100320308210018704",220,"2",198,0
"100320208200010141",220,"8",198,0
"100320723171802904",220,"4",198,0
"100320722341105913",220,"0",198,0
"100320722342565606",220,"7",198,0
"100320722340200910",220,"1",198,0
"100320134220000102",128,"1",115,0
"100320514940001509",220,"2",198,0
"100320208200060332",220,"5",198,0
"100320308210013302",220,"7",198,0
"110111036112505804",220,"30",198,0
"100320308210016205",220,"3",198,0
"100320207290300306",220,"4",198,0
"100320722340700915",220,"6",198,0
"100320236750000102",168,"0",151,0
"100320517780037103",220,"4",198,0
"100320722340501917",220,"2",198,0
"100320207290100708",220,"3",198,0
"100320309342503407",220,"4",198,0
"100320207290060830",220,"6",198,0
"100320539350000102",93,"1",84,0
"100320722340101415",212,"10",191,0
"100320127940051505",220,"4",198,0
"100320722341105008",220,"3",198,0
"100320722340801206",220,"7",198,0
"100320619300000801",220,"3",198,0
"100320722340401308",220,"4",198,0
"100320208200130312",220,"3",198,0
"100320207850000104",220,"2",198,0
"100320420592562811",220,"0",198,0
"100320724782001014",220,"2",198,0
"100320515030005802",115,"4",104,0
"100320309730100902",220,"0",198,0
"100320207290080225",220,"3",198,0
"100320208200260325",220,"0",198,0
"100320723422567809",220,"3",198,0
"110443937832510803",220,"10",198,0
"100320208200110102",220,"3",198,0
"100320208200130401",220,"3",198,0
"100320626800007909",220,"7",198,0
"100320208200180410",220,"6",198,0
"100320540632539401",220,"3",198,0
"100320723550400005",220,"3",198,0
"100320724753204109",220,"3",198,0
"100320205282573502",199,"3",179,0
"100320208200210125",220,"3",198,0
"100320328040121138",220,"3",198,0
"100320207290020518",220,"2",198,0
"100320308210010419",220,"4",198,0
"100320619770000807",220,"4",198,0
"100320127942547612",220,"9",198,0
"100320207290110301",220,"1",198,0
"100320310050103802",220,"2",198,0
"100320208200030208",220,"3",198,0
"100320722652567607",220,"0",198,0
"100320207290110210",220,"6",198,0
"100320308212588702",220,"0",198,0
"100320127940010803",220,"1",198,0
"100320207290303005",220,"4",198,0
"100320516710025701",69,"0",62,0
"100320238320000102",220,"0",198,0
"100320722340300401",220,"4",198,0
"100320725071901201",220,"4",198,0
"110671636172507328",220,"50",198,0
"100320722340101210",220,"6",198,0
"100320722342566102",220,"0",198,0
"100320208200200116",220,"3",198,0
"100320207172558201",220,"4",198,0
"100320207293003604",220,"5",198,0
"100320722340400308",220,"12",198,0
"100320722340702505",220,"5",198,0
"100320722340300706",220,"3",198,0
"110111041302517606",220,"50",198,0
"100320619640001503",220,"7",198,0
"100320723331300702",37,"0",33,0
"100320114173000805",220,"4",198,0
"100320207290210108",220,"3",198,0
"100320309680905119",220,"8",198,0
"100320515050006001",220,"1",198,0
"100320331160303002",220,"3",198,0
"100320308210022912",220,"0",198,0
"100320927732502804",220,"6",198,0
"100320339660000104",220,"0",198,0
"100320518210042001",220,"11",198,0
"100320208200110204",220,"2",198,0
"100320309342504406",220,"1",198,0
"100320309420902106",220,"7",198,0
"100320204810266102",220,"5",198,0
"100320722340501104",220,"5",198,0
"100320515750014302",220,"4",198,0
"100320620340000221",220,"6",198,0
"100320724512102314",220,"4",198,0
"100320825400000107",220,"0",198,0
"100320208200230220",220,"3",198,0
"100320619180000302",95,"6",86,0
"100320308210010410",220,"4",198,0
"100320539420000102",199,"1",179,0
"100320208200230126",220,"4",198,0
"100320514943111306",220,"4",198,0
"100320207293003109",220,"2",198,0
"100320201140237905",220,"1",198,0
"100320127940041014",220,"0",198,0
"100320208200240324",220,"3",198,0
"100320722341104801",220,"4",198,0
"100320722340301207",220,"4",198,0
"100320723041800107",220,"11",198,0
"100320722341001201",220,"2",198,0
"100320722610101208",220,"2",198,0
"100320309342503404",220,"10",198,0
"100320207290180314",220,"2",198,0
"100320309342503321",220,"10",198,0
"100320308210022732",220,"1",198,0
"100320208200040331",220,"4",198,0
"100320725210700401",220,"4",198,0
"100320238390000101",210,"0",189,0
"100320309590905316",220,"10",198,0
"100320722340800808",220,"3",198,0
"100320208200110107",220,"3",198,0
"100320722340100506",220,"5",198,0
"100320515000005504",78,"18",70,0
"100320827860000402",220,"0",198,0
"100320308210017815",220,"4",198,0
"100320825262503004",220,"0",198,0
"100320722340900717",220,"7",198,0
"100320127942503212",173,"0",156,0
"110111041292519208",220,"25",198,0
"100320207290120203",220,"2",198,0
"110443837812510617",220,"1",198,0
"100320421450000209",154,"3",139,0
"100320308210016108",220,"8",198,0
"100320722340700021",220,"5",198,0
"100320722340100505",220,"7",198,0
"100320514943110301",220,"6",198,0
"100320938830000101",155,"0",140,0
"100320204270261805",220,"2",198,0
"100320722340100021",220,"5",198,0
"100320308210014001",220,"6",198,0
"100320731780301901",130,"0",117,0
"100320207290100605",220,"2",198,0
"100320420950000202",183,"0",165,0
"100320533270000101",220,"7",198,0
"100320310502503107",220,"0",198,0
"100320202040234801",220,"4",198,0
"100320736980000104",49,"0",44,0
"100320310560123403",220,"1",198,0
"100320722341109412",220,"1",198,0
"100320309230800214",220,"19",198,0
"100320420590013103",220,"4",198,0
"100320826120000201",220,"10",198,0
"100320309710104614",220,"8",198,0
"100320722340501606",220,"3",198,0
"100320309590905608",220,"1",198,0
"100320722351100101",220,"4",198,0
"100320724422105026",220,"12",198,0
"100320730600103303",51,"0",46,0
"100320514940001102",220,"1",198,0
"100320308210011112",220,"7",198,0
"100320722340401607",220,"3",198,0
"110111041352518514",220,"45",198,0
"100320722340202801",220,"5",198,0
"100320724422101204",220,"9",198,0
"100320207290240618",220,"3",198,0
"100320724422105022",220,"5",198,0
"110119343852609701",220,"0",198,0
"100320536740000102",213,"5",192,0
"100320722340400915",220,"6",198,0
"110111041412514607",220,"34",198,0
"100320420590014503",220,"0",198,0
"100320113863002402",220,"4",198,0
"100320515810015001",220,"3",198,0
"100320308212592922",220,"2",198,0
"100320722340900621",220,"7",198,0
"100320310762504302",220,"0",198,0
"100320309520903119",220,"3",198,0
"100320825810000105",220,"9",198,0
"100320722340300902",220,"1",198,0
"100320308210017928",220,"7",198,0
"100320723341301411",173,"8",156,0
"100320308210018222",220,"2",198,0
"100320626800007525",220,"2",198,0
"100320634230000102",56,"2",50,0
"100320825510000101",220,"3",198,0
"100320825403201604",220,"8",198,0
"100320127943000403",220,"9",198,0
"100320724862001810",220,"3",198,0
"100320827860000306",220,"5",198,0
"100320722340302812",220,"10",198,0
"100320722340500913",220,"5",198,0
"100320208200210138",220,"3",198,0
"100320308210023011",220,"0",198,0
"100320309342504313",140,"2",126,0
"100320207290280510",220,"1",198,0
"100320309380901812",220,"2",198,0
"100320208200020108",220,"1",198,0
"100320626802554805",203,"4",183,0
"100320514940003307",220,"4",198,0
"100320735380000402",220,"0",198,0
"100320207290200113",220,"2",198,0
"100320339982530901",58,"1",52,0
"100320421480000207",180,"2",162,0
"100320129800000101",88,"3",79,0
"100320825260002007",220,"7",198,0
"100320207290080227",220,"0",198,0
"100320421940000208",61,"2",55,0
"100320724512102306",220,"4",198,0
"100320208200250236",220,"4",198,0
"100320722340601501",220,"4",198,0
"100320722342542102",220,"0",198,0
"100320724422100111",220,"7",198,0
"100320208200040317",220,"4",198,0
"100320141182552901",128,"2",115,0
"100320204840266403",220,"2",198,0
"100320309342503101",220,"4",198,0
"100320722343203308",103,"1",93,0
"100320308210013128",220,"3",198,0
"100320626800008205",220,"7",198,0
"100320208203005507",220,"0",198,0
"100320309620904207",220,"1",198,0
"100320227670291221",220,"3",198,0
"100320722340000546",220,"2",198,0
"100320722340000619",220,"6",198,0
"100320722340400004",220,"8",198,0
"100320724950580020",220,"8",198,0
"110341836192520215",220,"1",198,0
"100320420593101202",220,"3",198,0
"100320203660299502",220,"0",198,0
"100320309710104713",220,"3",198,0
"100320722340201502",220,"5",198,0
"100320309520903213",150,"0",135,0
"100320208200020111",220,"3",198,0
"100320309342504618",220,"2",198,0
"100320724862001817",220,"2",198,0
"100320204140260701",220,"3",198,0
"100320309342504613",220,"2",198,0
"100320127940011105",220,"3",198,0
"100320208200260914",220,"7",198,0
"100320724371500822",220,"3",198,0
"100320208200140322",220,"2",198,0
"100320724002303705",220,"6",198,0
"100320722340400318",220,"6",198,0
"100320207290240524",220,"3",198,0
"100320723740403104",220,"9",198,0
"100320724672000039",220,"2",198,0
"100320310762503705",220,"6",198,0
"100320722340202205",220,"10",198,0
"100320825400001601",220,"11",198,0
"100320420590013803",220,"4",198,0
"100320516180018901",220,"4",198,0
"100320308210015618",220,"6",198,0
"100320208200190714",220,"1",198,0
"100320207290040709",220,"4",198,0
"100320723372201807",220,"2",198,0
"100320308210018322",32,"2",29,0
"100320723480201005",220,"3",198,0
"100320739260000101",154,"1",139,0
"100320207290260305",220,"3",198,0
"100320722340802337",220,"4",198,0
"100320724422100103",220,"2",198,0
"100320514940004408",220,"3",198,0
"100320722351100001",220,"6",198,0
"100320309840101902",220,"4",198,0
"100320722340700910",220,"11",198,0
"100320723910400615",220,"5",198,0
"100320421393103003",220,"4",198,0
"100320722652546704",220,"0",198,0
"100320619530000317",220,"16",198,0
"100320208203004403",220,"1",198,0
"100320308210012209",220,"5",198,0
"100320722341106414",220,"0",198,0
"100320626800007109",220,"4",198,0
"100320309730100635",220,"9",198,0
"100320308210014015",220,"12",198,0
"100320722340202302",220,"2",198,0
"100320206220269111",220,"5",198,0
"100320127940040106",220,"2",198,0
"100320208200240333",220,"2",198,0
"100320723372200004",220,"6",198,0
"100320208200240144",220,"2",198,0
"100320207290120408",220,"3",198,0
"100320722340801223",220,"8",198,0
"100320308210010502",220,"8",198,0
"100320620580002502",63,"2",57,0
"100320127942547610",220,"5",198,0
"100320308210011409",220,"4",198,0
"100320308210013317",220,"5",198,0
"100320722341105013",220,"2",198,0
"100320732780010203",220,"2",198,0
"100320207290070104",220,"4",198,0
"100320927732503203",220,"4",198,0
"100320309660904717",220,"3",198,0
"100320208200130810",220,"0",198,0
"100320825400000901",220,"10",198,0
"100320207292534310",220,"4",198,0
"100320722340900701",220,"3",198,0
"100320208200260413",220,"2",198,0
"100320112870000107",35,"4",32,0
"100320208200030212",220,"4",198,0
"100320722340702731",220,"7",198,0
"100320515230008002",220,"0",198,0
"100320619600001106",34,"2",31,0
"100320208200230202",220,"2",198,0
"100320207290060704",220,"1",198,0
"100320619570000803",220,"6",198,0
"100320724422546104",37,"0",33,0
"100320207290110107",220,"1",198,0
"100320310040103701",220,"2",198,0
